,area
564,910.5
565,940.0
566,1566.5
567,2194.5
568,3439.0
569,1961.0
570,607.0
571,1948.5
572,1124.0
573,1438.5
574,782.5
575,599.5
576,1887.5
577,2049.5
578,822.0
579,409.0
580,1739.0
581,1395.5
582,960.5
583,1432.5
584,994.5
585,1531.5
586,806.5
587,1640.5
588,1516.5
589,680.0
590,1393.0
591,1745.0
592,1721.5
593,1941.5
594,2120.5
595,2045.5
596,1895.0
597,1885.5
598,2051.0
599,2512.5
600,1901.0
601,1367.5
602,1135.0
603,1673.5
604,600.0
605,962.0
606,1923.5
607,2139.5
608,1320.5
609,1079.0
610,1786.0
611,903.0
612,2075.0
613,1447.0
614,1669.0
615,931.5
616,1016.0
617,2318.0
618,2319.5
619,1562.5
620,2120.0
621,2070.5
622,2122.0
623,1029.0
624,519.0
625,1011.0
626,818.5
627,1401.0
628,1192.0
629,3264.5
630,1698.5
631,811.5
632,3457.0
633,1462.5
634,1113.0
635,1958.0
636,939.0
637,1809.0
638,824.5
639,1032.0
640,1642.5
641,698.0
642,12.0
643,2093.5
644,463.5
