,area,rice_type
780,1269.5,broken
781,1115.0,broken
782,905.0,broken
783,1027.5,broken
784,2117.5,broken
785,1520.5,broken
786,2225.0,broken
787,1360.5,broken
788,1422.0,broken
789,745.0,broken
790,1177.0,broken
791,976.5,broken
792,1107.5,broken
793,1297.0,broken
794,1750.5,broken
795,1360.0,broken
796,1904.0,broken
797,6913.5,broken
798,1836.5,broken
799,1804.0,broken
800,1615.5,broken
801,1197.0,broken
802,1363.0,broken
803,1581.5,broken
804,1347.5,broken
805,1851.5,broken
806,1333.5,broken
807,1176.0,broken
808,1795.0,broken
809,1467.5,broken
810,1736.0,broken
811,2087.5,broken
812,846.5,broken
813,975.5,broken
814,1170.5,broken
815,2281.0,broken
816,1585.5,broken
817,1573.0,broken
818,1883.5,broken
819,1717.0,broken
820,1503.5,broken
821,919.0,broken
822,775.5,broken
823,1564.5,broken
824,1168.5,broken
825,1233.5,broken
826,2752.0,broken
827,2250.5,broken
828,1672.5,broken
829,2157.5,broken
830,1876.5,broken
831,1243.0,broken
832,1458.0,broken
833,1633.0,broken
834,1828.5,broken
835,1857.0,broken
836,1415.0,broken
837,2098.0,broken
838,1626.0,broken
839,1153.0,broken
840,1890.0,broken
841,1910.0,broken
842,2200.0,broken
843,1290.5,broken
844,968.0,broken
845,1873.0,broken
846,1162.5,broken
847,1838.0,broken
848,2015.5,broken
849,1739.5,broken
850,1179.5,broken
851,1392.5,broken
852,1299.0,broken
853,1120.0,broken
854,978.0,broken
855,1085.0,broken
856,1563.0,broken
857,516.0,broken
858,2206.5,broken
859,2273.5,broken
860,2215.5,broken
861,1603.0,broken
862,842.5,broken
863,1278.5,broken
864,2226.0,broken
865,1882.5,broken
866,1532.0,broken
867,2053.0,broken
868,2052.0,broken
869,1294.5,broken
870,851.0,broken
871,1036.0,broken
872,2305.0,broken
873,1271.0,broken
874,1768.0,broken
875,1732.5,broken
876,5453.0,broken
877,637.5,broken
878,1651.0,broken
879,1925.5,broken
880,879.5,broken
881,1202.0,broken
882,1400.5,broken
883,1302.5,broken
884,1122.0,broken
885,2311.0,broken
886,867.0,broken
887,990.5,broken
888,906.5,broken
889,1182.0,broken
890,1239.0,broken
891,693.0,broken
892,1343.0,broken
893,2715.0,broken
894,1328.5,broken
895,821.0,broken
896,1368.0,broken
897,622.0,broken
898,1751.0,broken
899,975.0,broken
900,1213.0,broken
901,1594.5,broken
902,867.5,broken
903,1513.5,broken
904,1309.0,broken
905,841.0,broken
906,1016.0,broken
907,719.5,broken
908,1395.0,broken
909,1518.0,broken
910,1466.0,broken
911,1722.0,broken
912,2185.0,broken
913,2266.5,broken
914,1404.5,broken
915,1068.0,broken
916,1675.0,broken
917,1435.0,broken
918,1700.5,broken
919,2579.0,broken
920,670.0,broken
921,1661.5,broken
922,928.5,broken
923,2110.5,broken
924,1437.5,broken
925,1896.0,broken
926,1811.0,broken
927,1378.0,broken
928,2623.0,broken
929,1275.0,broken
930,1983.0,broken
931,765.5,broken
932,2016.0,broken
933,1755.0,broken
934,1036.0,broken
935,2022.5,broken
936,2110.0,broken
937,2163.5,broken
938,2294.5,broken
939,1998.5,broken
940,1460.5,broken
941,799.5,broken
942,1466.5,broken
943,875.0,broken
944,1098.0,broken
945,1804.0,broken
946,1500.0,broken
947,1438.0,broken
948,1420.0,broken
949,1338.5,broken
950,795.5,broken
951,2431.0,broken
952,1327.0,broken
953,1367.5,broken
954,2648.0,broken
955,1759.0,broken
956,983.0,broken
957,1570.5,broken
958,1073.5,broken
959,1108.0,broken
960,1468.0,broken
961,1575.5,broken
962,1429.0,broken
963,1659.5,broken
964,1551.0,broken
965,1324.5,broken
966,918.5,broken
967,1615.0,broken
968,1053.0,broken
969,1350.0,broken
970,1330.0,broken
971,1504.0,broken
972,1151.5,broken
973,1359.0,broken
974,1812.0,broken
975,1778.0,broken
976,985.0,broken
977,971.5,broken
978,1434.5,broken
979,1719.0,broken
980,1802.5,broken
981,1662.0,broken
982,2801.5,broken
983,1239.0,broken
984,1162.0,broken
985,1101.5,broken
986,2330.5,broken
987,2095.5,broken
988,1010.5,broken
989,2827.5,broken
990,831.0,broken
991,1883.5,broken
992,1147.5,broken
993,1614.5,broken
994,3043.0,broken
995,820.0,broken
996,976.5,broken
997,2718.0,broken
998,1545.5,broken
999,1133.5,broken
1000,936.5,broken
1001,1590.5,broken
1002,5071.0,broken
1003,1281.5,broken
1004,1257.0,broken
1005,1610.0,broken
1006,1978.5,broken
1007,3716.5,broken
1008,2084.5,broken
1009,1164.0,broken
1010,1480.0,broken
1011,1042.5,broken
1012,1336.0,broken
1013,1495.0,broken
1014,1327.0,broken
1015,1723.5,broken
1016,1377.5,broken
1017,880.0,broken
1018,1113.0,broken
1019,1149.5,broken
1020,808.5,broken
1021,1615.0,broken
1022,1835.0,broken
1023,1888.5,broken
1024,1922.0,broken
1025,1055.0,broken
1026,1522.0,broken
1027,1083.5,broken
1028,1227.5,broken
1029,1598.0,broken
1030,1598.5,broken
1031,1484.0,broken
1032,1387.5,broken
1033,1344.5,broken
1034,1099.5,broken
1035,1006.0,broken
1036,894.0,broken
1037,1870.0,broken
1038,866.0,broken
1039,1254.5,broken
1040,1101.0,broken
1041,1318.5,broken
1042,1680.0,broken
1043,1116.5,broken
1044,1058.0,broken
1045,1506.5,broken
1046,1629.5,broken
1047,1359.0,broken
1048,1451.0,broken
1049,1408.5,broken
1050,1476.0,broken
1051,1521.0,broken
1052,1710.5,broken
1053,1898.0,broken
1054,1022.0,broken
1055,1596.5,broken
1056,1008.5,broken
1057,827.5,broken
1058,1152.5,broken
1059,1300.5,broken
1060,1102.5,broken
1061,788.5,broken
1062,782.0,broken
1063,1509.5,broken
1064,1487.0,broken
1065,2957.0,broken
1066,1140.0,broken
1067,1787.0,broken
1068,2088.5,broken
1069,867.5,broken
1070,1442.0,broken
1071,1803.0,broken
1072,1663.0,broken
1073,1054.0,broken
1074,1630.5,broken
1075,2532.0,broken
1076,1580.5,broken
1077,2025.5,broken
1078,1259.0,broken
1079,1594.5,broken
1080,2074.0,broken
1081,1143.5,broken
1082,1262.5,broken
1083,955.5,broken
1084,1505.0,broken
1085,1965.5,broken
1086,2006.0,broken
1087,1489.0,broken
1088,1004.5,broken
1089,1223.5,broken
1090,2033.5,broken
1091,1796.5,broken
1092,1052.0,broken
1093,894.5,broken
1094,1190.0,broken
1095,960.0,broken
1096,1084.5,broken
1097,2005.0,broken
1098,985.0,broken
1099,1248.5,broken
1100,782.0,broken
1101,1090.0,broken
1102,1269.0,broken
1103,989.5,broken
1104,1417.5,broken
1105,1549.0,broken
1106,1836.0,broken
1107,1396.0,broken
1108,1249.0,broken
1109,1812.5,broken
1110,1238.5,broken
1111,1704.5,broken
1112,1247.0,broken
1113,2259.5,broken
1114,931.0,broken
1115,1304.0,broken
1116,1207.0,broken
1117,1629.0,broken
1118,2217.0,broken
1119,1824.5,broken
1120,1518.5,broken
1121,1468.0,broken
1122,1833.5,broken
1123,2055.0,broken
1124,1369.0,broken
1125,860.5,broken
1126,1057.0,broken
1127,583.5,broken
1128,1622.5,broken
1129,1604.0,broken
1130,1780.0,broken
1131,2140.5,broken
1132,2036.0,broken
1133,1249.5,broken
1134,1325.0,broken
1135,1664.0,broken
1136,1757.5,broken
1137,1049.0,broken
1138,2119.5,broken
1139,1125.0,broken
1140,1169.0,broken
1141,1019.5,broken
1142,1183.0,broken
1143,1084.5,broken
1144,3768.5,broken
1145,1154.0,broken
1146,2137.0,broken
1147,1620.0,broken
1148,1564.0,broken
1149,1127.5,broken
1150,795.5,broken
1151,1622.0,broken
1152,1962.0,broken
1153,1365.0,broken
1154,2047.0,broken
1155,1829.0,broken
1156,1225.5,broken
1157,1125.0,broken
1158,1476.5,broken
1159,1359.5,broken
1160,1720.5,broken
1161,1000.5,broken
1162,1849.5,broken
1163,1720.5,broken
1164,1667.0,broken
1165,1386.0,broken
1166,1249.0,broken
1167,1602.0,broken
1168,1313.0,broken
1169,1660.0,broken
1170,937.5,broken
1171,1546.0,broken
1172,1024.0,broken
1173,793.0,broken
1174,940.5,broken
1175,1298.5,broken
1176,2018.0,broken
1177,1468.0,broken
1178,1653.0,broken
1179,1593.0,broken
1180,1393.0,broken
1181,987.0,broken
1182,1324.5,broken
1183,1028.5,broken
1184,737.5,broken
1185,1724.5,broken
1186,1198.0,broken
1187,1329.5,broken
1188,861.5,broken
1189,2398.5,broken
1190,2177.5,broken
1191,1768.0,broken
1192,1927.0,broken
1193,1868.5,broken
1194,1641.5,broken
1195,1911.0,broken
1196,1482.5,broken
1197,1631.5,broken
1198,1277.0,broken
1199,3750.0,broken
1200,1473.5,broken
1201,1228.5,broken
1202,1304.0,broken
1203,1863.0,broken
1204,968.5,broken
1205,818.0,broken
1206,1762.5,broken
1207,1834.0,broken
1208,1421.0,broken
1209,2080.0,broken
1210,2119.0,broken
1211,1724.0,broken
1212,2144.0,broken
1213,1074.0,broken
1214,2585.5,broken
1215,1289.0,broken
1216,2263.5,broken
1217,2011.5,broken
1218,2136.0,broken
1219,1487.5,broken
1220,1392.0,broken
1221,996.5,broken
1222,1602.0,broken
1223,1083.5,broken
1224,1190.5,broken
1225,1947.0,broken
1226,679.5,broken
1227,878.0,broken
1228,1752.5,broken
1229,1106.0,broken
1230,1330.0,broken
1231,2448.0,broken
1232,2134.5,broken
1233,1372.0,broken
1234,1517.5,broken
1235,1332.0,broken
1236,2430.5,broken
1237,1548.0,broken
1238,833.0,broken
1239,1396.0,broken
1240,1132.0,broken
1241,2007.5,broken
1242,1821.5,broken
1243,1857.0,broken
1244,1799.0,broken
1245,1113.5,broken
1246,2140.5,broken
1247,1970.5,broken
1248,1718.0,broken
1249,1123.5,broken
1250,1149.5,broken
1251,949.5,broken
1252,1399.0,broken
1253,1037.5,broken
1254,1565.5,broken
1255,2095.5,broken
1256,1213.0,broken
1257,1431.0,broken
1258,2573.0,broken
1259,1121.0,broken
1260,913.0,broken
1261,2062.5,broken
1262,1452.5,broken
1263,925.0,broken
1264,1167.0,broken
1265,1240.0,broken
1266,944.0,broken
1267,1732.5,broken
1268,1036.5,broken
1269,1787.5,broken
1270,1527.0,broken
1271,1819.5,broken
1272,1080.5,broken
1273,1211.5,broken
1274,1158.5,broken
1275,1100.5,broken
1276,1765.5,broken
1277,1424.5,broken
1278,1540.5,broken
1279,2518.5,broken
1280,1904.0,broken
1281,3050.5,broken
1282,792.5,broken
1283,1778.5,broken
1284,999.5,broken
1285,906.0,broken
1286,1454.0,broken
1287,1509.5,broken
1288,1727.0,broken
1289,1818.5,broken
1290,2141.5,broken
1291,1172.0,broken
1292,3440.5,broken
1293,2230.5,broken
1294,1743.0,broken
1295,1334.0,broken
1296,935.5,broken
1297,2327.0,broken
1298,1474.0,broken
1299,2366.5,broken
1300,1598.0,broken
1301,1597.5,broken
1302,1531.0,broken
1303,1852.0,broken
1304,2025.5,broken
1305,768.5,broken
1306,1450.5,broken
1307,1639.0,broken
1308,694.5,broken
1309,1139.0,broken
1310,1893.0,broken
1311,2545.0,broken
1312,1708.0,broken
1313,2015.0,broken
1314,2801.5,broken
1315,3472.0,broken
1316,1954.5,broken
1317,1063.5,broken
1318,1687.5,broken
1319,1910.5,broken
1320,2290.5,broken
1321,2898.0,broken
1322,1871.0,broken
1323,1505.5,broken
1324,1274.0,broken
1325,2102.0,broken
1326,2422.0,broken
1327,1604.0,broken
1328,2166.5,broken
1329,2036.0,broken
1330,3188.5,broken
1331,845.5,broken
1332,1440.0,broken
1333,2884.5,broken
1334,1678.0,broken
1335,1823.0,broken
1336,1810.5,broken
1337,1747.0,broken
1338,1529.5,broken
1339,2012.5,broken
1340,3708.0,broken
1341,2560.5,broken
1342,1683.5,broken
1343,2953.5,broken
1344,1220.5,broken
1345,1849.5,broken
1346,2554.0,broken
1347,1676.5,broken
1348,1483.5,broken
1349,3396.0,broken
1350,2732.0,broken
1351,2746.5,broken
1352,4690.5,broken
1353,1471.0,broken
1354,2210.5,broken
1355,1009.5,broken
1356,1547.5,broken
1357,2561.5,broken
1358,1409.0,broken
1359,2690.5,broken
1360,2926.0,broken
1361,1700.5,broken
1362,1481.5,broken
1363,1927.5,broken
1364,1952.5,broken
1365,6622.0,broken
1366,959.5,broken
1367,3119.5,broken
1368,3261.0,broken
1369,2720.0,broken
1370,1855.5,broken
1371,1175.5,broken
1372,2051.5,broken
1373,1743.5,broken
1374,2492.0,broken
1375,4605.0,broken
1376,2524.5,broken
1377,2235.0,broken
1378,2220.0,broken
1379,1606.5,broken
