,area
427,1220.0
428,1334.5
429,2162.0
430,1200.5
431,1485.5
432,1627.5
433,566.5
434,1843.5
435,1243.0
436,1078.5
437,1762.0
438,1938.5
439,1277.5
440,2117.5
441,4244.0
442,1587.5
443,1299.5
444,2266.5
445,2881.0
446,1976.0
447,2104.5
448,891.0
449,1683.5
450,2423.0
451,1364.5
452,1747.0
453,1565.0
454,1964.5
455,2423.5
456,923.5
457,2384.0
458,1471.0
459,1922.0
460,3570.0
461,1368.5
462,2098.0
463,2140.0
464,1264.0
465,2094.0
466,2851.5
467,1473.5
468,1257.5
469,1174.0
470,1560.0
471,2943.0
472,1356.0
473,3329.0
474,1030.0
475,2628.5
476,2221.5
477,1708.0
478,1564.0
479,2083.0
480,2392.0
481,1809.0
482,1278.5
483,2444.0
484,1886.0
485,1938.0
486,2355.5
487,1098.5
488,2095.0
489,2139.0
490,1790.5
491,2088.5
492,1274.0
493,2542.0
494,892.5
495,2915.0
496,2172.0
497,3861.5
498,1316.0
499,1458.0
500,1810.0
501,2118.5
502,2122.0
503,1751.0
504,1640.5
505,1267.0
506,1020.5
507,2124.5
508,2124.0
509,1794.5
510,1025.5
511,2851.5
512,2464.5
513,1927.5
514,1426.0
515,915.5
516,1682.0
517,1736.0
518,1581.5
519,1118.0
520,1948.5
521,1351.5
522,1298.5
523,2677.5
524,1135.0
525,1259.5
526,1559.0
527,1950.0
528,1954.0
529,2052.5
530,1302.5
531,3056.0
532,829.0
533,1245.5
534,2631.0
535,906.5
536,2601.5
537,2017.5
538,2209.0
539,4046.5
540,971.5
541,1479.0
542,2281.5
543,1393.5
544,2588.5
545,1343.0
546,2323.5
547,2451.5
548,1145.0
549,2274.5
550,2051.5
551,1631.5
552,3684.5
553,1981.5
554,1440.5
555,1368.5
556,2030.5
557,1594.5
558,1240.5
559,2288.0
560,2237.5
561,2794.0
562,3915.0
563,1002.5
564,1350.0
565,2443.0
566,2725.0
567,2430.5
568,1808.5
569,1173.0
570,1774.0
571,5594.0
572,1391.0
573,2110.5
574,1385.5
575,1325.0
576,1607.0
577,2033.5
578,1664.5
579,2357.0
580,2110.5
581,1923.0
582,2591.5
583,1868.0
584,2990.5
585,1774.0
586,4053.0
587,2249.0
588,1574.0
589,2533.5
590,2180.0
591,1067.0
592,1383.0
593,2251.5
594,962.5
595,974.0
596,972.5
597,3786.0
598,5179.5
599,1266.5
600,2372.5
601,1863.5
602,2407.0
603,2579.5
604,2740.5
605,1220.0
606,4580.5
607,1939.0
608,2247.0
609,2127.5
610,2066.0
611,1260.0
612,2111.0
613,2176.5
614,2091.0
615,1621.5
616,3083.0
617,2604.5
618,875.0
619,939.0
620,1841.5
621,1957.0
622,1715.0
623,1072.0
624,1512.0
625,1499.0
626,1475.5
627,1411.0
628,2475.5
629,1381.0
630,1942.0
631,4503.0
632,2260.5
633,1817.0
634,2300.0
635,1738.5
636,2150.0
637,1578.5
638,1976.0
639,930.5
640,1615.5
641,1855.0
642,1516.0
643,1376.5
644,3054.5
645,1841.0
646,3049.0
647,959.0
648,3050.5
649,1517.5
650,2329.0
651,1496.0
652,2058.0
653,1553.5
654,2959.0
655,1182.0
656,1434.5
657,1752.0
658,2033.5
659,1621.0
660,2035.0
661,927.5
662,1896.0
663,1567.0
664,1903.5
665,2681.5
666,1283.5
667,1358.0
668,1318.0
669,1447.0
670,1949.0
671,784.5
672,1576.5
673,1515.0
674,2010.5
675,1175.5
676,5.0
677,1430.5
678,2239.5
679,1172.0
680,1775.0
681,2266.0
682,1763.5
683,1687.5
684,1549.0
685,1630.5
686,1440.0
687,1958.0
688,1410.5
689,1354.0
690,2089.0
691,1627.0
692,1574.5
693,1769.0
694,1629.0
695,2958.5
696,1916.0
697,2854.0
698,2018.5
699,718.5
700,2230.0
701,2590.5
702,1911.0
703,1266.0
704,2478.0
705,1764.5
706,2317.0
707,1346.5
708,1542.5
709,1747.5
710,2893.0
711,1584.0
712,2226.5
713,1156.0
714,1948.5
715,2005.5
716,4122.5
717,1100.0
718,1286.5
719,1021.0
720,1608.0
721,2620.5
722,2280.5
723,2121.0
724,1420.5
725,1931.0
726,3501.5
727,4326.0
728,1856.5
729,2122.5
730,1633.0
731,1644.5
732,982.0
733,2037.0
734,2233.0
735,1222.5
736,3498.0
737,1995.0
738,1654.5
739,1617.0
740,1586.0
741,1850.5
742,2209.0
743,3576.0
744,1360.0
745,1917.5
746,1612.5
747,1221.5
748,2046.0
749,1713.0
750,1149.0
751,1481.5
752,2692.0
753,1886.5
754,1626.0
755,1084.5
756,1783.5
757,1654.5
758,2185.5
759,2255.0
760,1596.0
761,1458.5
762,1985.0
763,1785.5
764,1598.0
765,2392.5
766,1472.0
767,1379.0
768,1782.0
769,1798.0
770,1926.5
771,1485.5
772,984.0
773,2305.5
774,1703.0
775,2301.0
776,1271.0
777,1267.0
778,2257.5
779,2606.0
780,1237.5
781,2452.0
782,2046.0
783,1820.5
784,2274.5
785,1499.5
786,1434.5
787,1225.5
788,1361.5
789,1282.5
790,1569.5
791,3459.0
792,927.0
793,1828.0
794,1538.5
795,1293.0
796,2334.5
797,1047.5
798,1637.0
799,1069.5
800,5314.5
801,1373.5
802,1718.5
803,2051.0
804,1761.5
805,2468.5
806,1575.0
807,2959.5
808,2230.5
809,1909.0
810,1615.5
811,3649.5
812,1055.5
813,1609.0
814,1014.5
815,2625.0
816,1235.5
817,1517.0
818,3620.0
819,1078.5
820,2591.0
821,1118.0
822,1590.0
823,1738.5
824,1345.5
825,1251.5
826,3096.0
827,1352.0
828,4451.5
829,2418.5
830,2438.0
831,1588.5
832,1704.0
833,1484.0
834,2428.0
835,1791.5
836,2485.5
837,4867.5
838,654.0
839,1341.0
840,1940.5
841,2016.5
842,2614.0
843,1520.0
844,1106.5
845,1829.5
846,1419.0
847,768.5
848,2301.5
849,2210.0
850,1087.0
851,1094.0
852,1950.5
853,1515.5
854,2168.0
855,1125.0
856,1668.0
857,2036.5
858,1109.0
859,1337.5
860,1598.0
861,1853.5
862,1639.0
863,1349.5
864,1329.5
865,1119.5
866,1446.0
867,2162.5
868,2302.5
869,1265.0
870,2615.5
871,2348.0
872,1495.0
873,1687.0
874,1956.0
875,1573.0
876,1871.5
877,837.5
878,1543.0
879,1976.0
880,2339.0
881,1360.5
882,1427.5
883,1450.5
884,2321.5
885,1707.0
886,1171.5
887,1791.0
888,1210.0
889,2452.5
890,3522.5
891,1137.0
892,2206.5
893,1745.0
894,1892.0
895,976.0
896,3902.0
897,2182.5
898,1248.5
899,1217.0
900,1979.5
901,1045.0
902,1216.0
903,1703.5
904,2346.5
905,1813.0
906,1462.0
907,1847.5
908,1463.0
909,1052.5
910,2004.5
911,1516.0
912,2080.0
913,2259.0
914,1841.0
915,2227.5
916,2144.0
917,1639.5
918,1723.0
919,2821.0
920,1380.5
921,2536.5
922,2274.0
923,1815.0
924,2087.5
925,3342.0
926,2364.0
927,2202.0
928,1590.0
929,1262.0
930,2154.0
931,1788.5
932,2073.5
933,1580.5
934,2575.5
935,2463.0
936,1041.5
937,1018.0
938,2274.0
939,1983.5
940,1816.0
941,2654.0
942,950.5
943,1047.5
944,845.5
945,953.5
946,1848.5
947,2564.5
948,939.5
949,1789.5
950,1308.0
951,1379.5
952,1617.0
953,2194.0
954,4498.0
955,1001.5
956,1126.0
957,2171.5
958,1526.5
959,1218.5
960,1989.5
961,1918.5
962,1986.5
963,777.5
964,516.5
965,1540.5
966,950.0
967,2472.5
968,2462.0
969,2228.0
970,1949.5
971,2560.5
972,2010.5
973,1155.5
974,1361.5
975,1338.5
976,1553.0
977,1086.0
978,1234.0
979,1829.0
980,1383.5
981,584.5
982,1852.5
983,796.0
984,1255.0
985,2802.0
986,1356.0
987,1367.0
988,961.5
989,1413.0
990,3371.5
991,964.0
992,1311.5
993,2073.5
994,2215.5
995,957.0
996,1105.0
997,2601.5
998,1882.5
999,2164.0
1000,2405.5
1001,1899.5
1002,1833.0
1003,1092.0
1004,3129.5
1005,1395.0
1006,1826.0
1007,2361.5
1008,1240.0
1009,2485.0
1010,1090.5
1011,1357.0
1012,2195.5
1013,1456.5
1014,2082.0
1015,1515.5
1016,1313.5
1017,2478.5
1018,1893.5
1019,2173.0
1020,1212.0
1021,1382.0
1022,1034.5
1023,1938.5
1024,1740.0
1025,1277.0
1026,1975.5
1027,1247.0
1028,1707.0
1029,1853.5
1030,1885.0
1031,1621.0
1032,1719.5
1033,1794.0
1034,1280.0
1035,2360.5
1036,1638.5
1037,2517.5
1038,3780.0
1039,1199.0
1040,2241.5
1041,1905.5
1042,1083.0
1043,1201.5
1044,4278.0
1045,0.0
1046,1791.0
1047,1046.0
